trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,01 - Rental Details Rental ID,01 - Rental Details Local Start Time,01 - Rental Details Local End Time,01 - Rental Details Bike ID,01 - Rental Details Duration In Seconds Uncapped,03 - Rental Start Station ID,03 - Rental Start Station Name,02 - Rental End Station ID,02 - Rental End Station Name,User Type,Member Gender,05 - Member Details Member Birthday Year
22121454.0,2019-03-24 09:42:43,2019-03-24 09:45:39,2244.0,176.0,20.0,Sheffield Ave & Kingsbury St,93.0,Sheffield Ave & Willow St,Subscriber,Male,1977.0,,,,,,,,,,,,
21863552.0,2019-01-29 15:51:10,2019-01-29 16:02:49,2419.0,699.0,195.0,Columbus Dr & Randolph St,174.0,Canal St & Madison St,Subscriber,Male,1968.0,,,,,,,,,,,,
22162667.0,2019-03-29 07:30:01,2019-03-29 07:36:21,5389.0,380.0,255.0,Indiana Ave & Roosevelt Rd,624.0,Dearborn St & Van Buren St (*),Subscriber,Male,1962.0,,,,,,,,,,,,
21905049.0,2019-02-11 05:53:48,2019-02-11 05:59:27,5029.0,339.0,93.0,Sheffield Ave & Willow St,58.0,Marshfield Ave & Cortland St,Subscriber,Male,1995.0,,,,,,,,,,,,
21758477.0,2019-01-04 12:29:00,2019-01-04 12:38:13,2570.0,553.0,96.0,Desplaines St & Randolph St,186.0,Ogden Ave & Race Ave,Subscriber,Female,1991.0,,,,,,,,,,,,
21918046.0,2019-02-14 07:21:23,2019-02-14 07:25:39,2408.0,256.0,312.0,Clarendon Ave & Gordon Ter,240.0,Sheridan Rd & Irving Park Rd,Subscriber,Male,1951.0,,,,,,,,,,,,
21825860.0,2019-01-16 15:46:53,2019-01-16 15:57:13,5718.0,620.0,191.0,Canal St & Monroe St (*),140.0,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1993.0,,,,,,,,,,,,
21766416.0,2019-01-05 14:07:36,2019-01-05 14:22:05,2222.0,869.0,30.0,Ashland Ave & Augusta Blvd,107.0,Desplaines St & Jackson Blvd,Subscriber,,,,,,,,,,,,,,
21973983.0,2019-02-27 13:43:55,2019-02-27 13:52:31,2009.0,516.0,52.0,Michigan Ave & Lake St,50.0,Clark St & Ida B Wells Dr,Subscriber,Male,1988.0,,,,,,,,,,,,
22157056.0,2019-03-28 15:23:36,2019-03-28 15:50:58,677.0,"1,642.0",225.0,Halsted St & Dickens Ave,327.0,Sheffield Ave & Webster Ave,Customer,Male,1995.0,,,,,,,,,,,,
22127884.0,2019-03-25 12:44:45,2019-03-25 12:54:38,1732.0,593.0,420.0,Ellis Ave & 55th St,121.0,Blackstone Ave & Hyde Park Blvd,Subscriber,Male,1995.0,,,,,,,,,,,,
22065382.0,2019-03-16 14:13:59,2019-03-16 14:22:17,4814.0,498.0,58.0,Marshfield Ave & Cortland St,113.0,Bissell St & Armitage Ave,Customer,Male,1965.0,,,,,,,,,,,,
22082455.0,2019-03-19 07:50:32,2019-03-19 07:56:04,2136.0,332.0,293.0,Broadway & Wilson Ave,306.0,Sheridan Rd & Buena Ave,Subscriber,Female,1956.0,,,,,,,,,,,,
21811275.0,2019-01-14 08:22:21,2019-01-14 08:38:47,5927.0,986.0,180.0,Ritchie Ct & Banks St,49.0,Dearborn St & Monroe St,Subscriber,Male,1988.0,,,,,,,,,,,,
21974013.0,2019-02-27 13:53:41,2019-02-27 14:33:48,6112.0,"2,407.0",283.0,LaSalle St & Jackson Blvd,231.0,Sheridan Rd & Montrose Ave,Subscriber,Male,1982.0,,,,,,,,,,,,
21772215.0,2019-01-06 13:55:52,2019-01-06 14:24:35,5967.0,"1,723.0",93.0,Sheffield Ave & Willow St,242.0,Damen Ave & Leland Ave,Subscriber,Male,1988.0,,,,,,,,,,,,
22016473.0,2019-03-08 16:31:02,2019-03-08 16:42:40,6374.0,698.0,85.0,Michigan Ave & Oak St,177.0,Theater on the Lake,Subscriber,Male,1983.0,,,,,,,,,,,,
22147590.0,2019-03-27 17:10:20,2019-03-27 17:14:06,779.0,226.0,77.0,Clinton St & Madison St,68.0,Clinton St & Tilden St,Subscriber,Male,1970.0,,,,,,,,,,,,
22048829.0,2019-03-14 07:28:56,2019-03-14 07:31:06,630.0,130.0,156.0,Clark St & Wellington Ave,115.0,Sheffield Ave & Wellington Ave,Subscriber,Male,1993.0,,,,,,,,,,,,
21845185.0,2019-01-22 05:48:43,2019-01-22 05:51:20,5054.0,157.0,327.0,Sheffield Ave & Webster Ave,225.0,Halsted St & Dickens Ave,Subscriber,Male,1983.0,,,,,,,,,,,,
21782274.0,2019-01-08 09:25:05,2019-01-08 09:31:51,6106.0,406.0,239.0,Western Ave & Leland Ave,314.0,Ravenswood Ave & Berteau Ave,Subscriber,Male,1981.0,,,,,,,,,,,,
22096254.0,2019-03-20 18:39:02,2019-03-20 18:48:21,2568.0,559.0,472.0,Lincoln Ave & Winona St,344.0,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1966.0,,,,,,,,,,,,
21796563.0,2019-01-10 15:08:37,2019-01-10 15:15:06,6394.0,389.0,458.0,Broadway & Thorndale Ave,460.0,Clark St & Bryn Mawr Ave,Subscriber,Male,1961.0,,,,,,,,,,,,
21853065.0,2019-01-24 08:02:02,2019-01-24 08:10:50,4843.0,528.0,486.0,Oakley Ave & Irving Park Rd,344.0,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1967.0,,,,,,,,,,,,
21878366.0,2019-02-04 19:29:28,2019-02-04 19:34:47,4048.0,319.0,14.0,Morgan St & 18th St,274.0,Racine Ave & 15th St,Subscriber,Female,1988.0,,,,,,,,,,,,
22124647.0,2019-03-24 19:38:04,2019-03-24 19:54:32,4053.0,988.0,15.0,Racine Ave & 18th St,192.0,Canal St & Adams St,Subscriber,Male,1986.0,,,,,,,,,,,,
21888330.0,2019-02-06 14:50:47,2019-02-06 15:02:15,3666.0,688.0,92.0,Carpenter St & Huron St,23.0,Orleans St & Elm St (*),Customer,,,,,,,,,,,,,,
22107713.0,2019-03-22 10:44:27,2019-03-22 10:53:47,3213.0,560.0,194.0,Wabash Ave & Wacker Pl,66.0,Clinton St & Lake St,Subscriber,Male,1964.0,,,,,,,,,,,,
22073035.0,2019-03-17 21:59:15,2019-03-17 22:07:51,2632.0,516.0,138.0,Clybourn Ave & Division St,291.0,Wells St & Evergreen Ave,Subscriber,Male,1987.0,,,,,,,,,,,,
22155560.0,2019-03-28 12:52:04,2019-03-28 13:14:19,863.0,"1,335.0",405.0,Wentworth Ave & 35th St,75.0,Canal St & Jackson Blvd,Subscriber,Male,1988.0,,,,,,,,,,,,
22115146.0,2019-03-23 12:08:49,2019-03-23 12:47:06,2606.0,"2,297.0",459.0,Lakefront Trail & Bryn Mawr Ave,157.0,Lake Shore Dr & Wellington Ave,Customer,,,,,,,,,,,,,,
22143133.0,2019-03-27 09:14:04,2019-03-27 09:28:12,4551.0,848.0,192.0,Canal St & Adams St,195.0,Columbus Dr & Randolph St,Subscriber,Male,1981.0,,,,,,,,,,,,
22108575.0,2019-03-22 13:07:41,2019-03-22 13:14:42,4199.0,421.0,91.0,Clinton St & Washington Blvd,74.0,Kingsbury St & Erie St,Subscriber,Male,1990.0,,,,,,,,,,,,
22000198.0,2019-03-05 17:35:44,2019-03-05 17:52:31,3981.0,"1,007.0",85.0,Michigan Ave & Oak St,329.0,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1986.0,,,,,,,,,,,,
21882641.0,2019-02-05 16:00:49,2019-02-05 16:12:29,579.0,700.0,52.0,Michigan Ave & Lake St,71.0,Morgan St & Lake St,Subscriber,Male,1989.0,,,,,,,,,,,,
21922912.0,2019-02-14 17:42:35,2019-02-14 17:55:20,4964.0,765.0,313.0,Lakeview Ave & Fullerton Pkwy,296.0,Broadway & Belmont Ave,Subscriber,Male,1978.0,,,,,,,,,,,,
21778180.0,2019-01-07 17:45:29,2019-01-07 18:05:26,2470.0,"1,197.0",43.0,Michigan Ave & Washington St,22.0,May St & Taylor St,Subscriber,Male,1983.0,,,,,,,,,,,,
21966140.0,2019-02-26 06:02:38,2019-02-26 06:06:27,6324.0,229.0,84.0,Milwaukee Ave & Grand Ave,133.0,Kingsbury St & Kinzie St,Subscriber,Male,1984.0,,,,,,,,,,,,
21836581.0,2019-01-18 08:15:46,2019-01-18 08:18:11,2910.0,145.0,264.0,Stetson Ave & South Water St,44.0,State St & Randolph St,Subscriber,Male,1982.0,,,,,,,,,,,,
21835099.0,2019-01-17 21:05:35,2019-01-17 21:08:12,2922.0,157.0,229.0,Southport Ave & Roscoe St,227.0,Southport Ave & Waveland Ave,Subscriber,Male,1979.0,,,,,,,,,,,,
22081674.0,2019-03-19 06:38:03,2019-03-19 06:47:42,1823.0,579.0,121.0,Blackstone Ave & Hyde Park Blvd,328.0,Ellis Ave & 58th St,Subscriber,Male,1991.0,,,,,,,,,,,,
21770990.0,2019-01-06 10:45:15,2019-01-06 10:57:40,2422.0,745.0,325.0,Clark St & Winnemac Ave,239.0,Western Ave & Leland Ave,Subscriber,Male,1988.0,,,,,,,,,,,,
21760233.0,2019-01-04 16:14:47,2019-01-04 16:22:51,839.0,484.0,264.0,Stetson Ave & South Water St,91.0,Clinton St & Washington Blvd,Subscriber,Male,1987.0,,,,,,,,,,,,
22043472.0,2019-03-13 14:03:39,2019-03-13 14:07:08,3576.0,209.0,118.0,Sedgwick St & North Ave,28.0,Larrabee St & Menomonee St,Subscriber,Male,1974.0,,,,,,,,,,,,
22053729.0,2019-03-14 17:12:32,2019-03-14 17:20:05,5493.0,453.0,66.0,Clinton St & Lake St,346.0,Ada St & Washington Blvd,Subscriber,Male,1979.0,,,,,,,,,,,,
22127657.0,2019-03-25 12:00:42,2019-03-25 12:11:24,4735.0,642.0,71.0,Morgan St & Lake St,283.0,LaSalle St & Jackson Blvd,Subscriber,Male,1978.0,,,,,,,,,,,,
21951036.0,2019-02-21 20:12:12,2019-02-21 20:25:55,781.0,823.0,129.0,Blue Island Ave & 18th St,446.0,Western Ave & 28th St,Subscriber,Female,1987.0,,,,,,,,,,,,
21864544.0,2019-01-31 17:29:49,2019-01-31 17:36:11,3108.0,382.0,115.0,Sheffield Ave & Wellington Ave,299.0,Halsted St & Roscoe St,Subscriber,Male,1991.0,,,,,,,,,,,,
22170758.0,2019-03-30 07:16:10,2019-03-30 07:31:45,2418.0,935.0,29.0,Noble St & Milwaukee Ave,98.0,LaSalle St & Washington St,Subscriber,Male,1989.0,,,,,,,,,,,,
22142052.0,2019-03-27 08:00:05,2019-03-27 08:07:35,975.0,450.0,56.0,Desplaines St & Kinzie St,47.0,State St & Kinzie St,Subscriber,Male,1975.0,,,,,,,,,,,,
22103821.0,2019-03-21 18:47:31,2019-03-21 18:49:52,3810.0,141.0,195.0,Columbus Dr & Randolph St,43.0,Michigan Ave & Washington St,Subscriber,Male,1974.0,,,,,,,,,,,,
22002604.0,2019-03-06 09:02:11,2019-03-06 09:10:14,3949.0,483.0,264.0,Stetson Ave & South Water St,37.0,Dearborn St & Adams St,Subscriber,Male,1987.0,,,,,,,,,,,,
22030183.0,2019-03-11 18:13:20,2019-03-11 18:31:00,5266.0,"1,060.0",256.0,Broadway & Sheridan Rd,486.0,Oakley Ave & Irving Park Rd,Subscriber,Male,1991.0,,,,,,,,,,,,
21907620.0,2019-02-11 14:58:56,2019-02-11 15:01:34,5658.0,158.0,214.0,Damen Ave & Grand Ave,128.0,Damen Ave & Chicago Ave,Subscriber,Female,1963.0,,,,,,,,,,,,
22174807.0,2019-03-30 23:34:32,2019-03-30 23:36:53,5841.0,141.0,126.0,Clark St & North Ave,141.0,Clark St & Lincoln Ave,Subscriber,Male,1994.0,,,,,,,,,,,,
21804769.0,2019-01-11 17:40:12,2019-01-11 17:59:22,5071.0,"1,150.0",25.0,Michigan Ave & Pearson St,638.0,Clinton St & Jackson Blvd (*),Subscriber,Male,1980.0,,,,,,,,,,,,
22152416.0,2019-03-28 07:52:42,2019-03-28 08:08:52,4854.0,970.0,28.0,Larrabee St & Menomonee St,140.0,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1974.0,,,,,,,,,,,,
21807841.0,2019-01-12 20:17:43,2019-01-12 20:26:22,221.0,519.0,326.0,Clark St & Leland Ave,482.0,Campbell Ave & Montrose Ave,Subscriber,Male,1985.0,,,,,,,,,,,,
22133248.0,2019-03-26 07:47:10,2019-03-26 07:58:33,767.0,683.0,91.0,Clinton St & Washington Blvd,100.0,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1988.0,,,,,,,,,,,,
22169524.0,2019-03-29 17:57:44,2019-03-29 18:09:59,1126.0,735.0,91.0,Clinton St & Washington Blvd,186.0,Ogden Ave & Race Ave,Subscriber,Male,1992.0,,,,,,,,,,,,
22154922.0,2019-03-28 11:47:41,2019-03-28 11:54:39,3118.0,418.0,264.0,Stetson Ave & South Water St,18.0,Wacker Dr & Washington St,Subscriber,Male,1972.0,,,,,,,,,,,,
21869806.0,2019-02-03 09:48:39,2019-02-03 09:55:16,4755.0,397.0,96.0,Desplaines St & Randolph St,346.0,Ada St & Washington Blvd,Subscriber,Female,1977.0,,,,,,,,,,,,
22029747.0,2019-03-11 17:41:43,2019-03-11 18:12:13,877.0,"1,830.0",113.0,Bissell St & Armitage Ave,313.0,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1993.0,,,,,,,,,,,,
21932845.0,2019-02-17 19:21:43,2019-02-17 19:29:46,1083.0,483.0,176.0,Clark St & Elm St,110.0,Dearborn St & Erie St,Subscriber,Male,1995.0,,,,,,,,,,,,
22012758.0,2019-03-08 06:28:14,2019-03-08 06:37:40,6068.0,566.0,301.0,Clark St & Schiller St,211.0,St. Clair St & Erie St,Subscriber,Male,1985.0,,,,,,,,,,,,
21912509.0,2019-02-12 18:27:21,2019-02-12 18:30:27,5045.0,186.0,29.0,Noble St & Milwaukee Ave,210.0,Ashland Ave & Division St,Subscriber,Male,1988.0,,,,,,,,,,,,
21766436.0,2019-01-05 14:08:40,2019-01-05 14:27:20,1435.0,"1,120.0",406.0,Lake Park Ave & 35th St,406.0,Lake Park Ave & 35th St,Subscriber,Female,1983.0,,,,,,,,,,,,
21797280.0,2019-01-10 16:44:01,2019-01-10 17:04:18,5556.0,"1,217.0",211.0,St. Clair St & Erie St,313.0,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1979.0,,,,,,,,,,,,
21929956.0,2019-02-16 12:30:04,2019-02-16 12:58:01,4633.0,"1,677.0",164.0,Franklin St & Lake St,77.0,Clinton St & Madison St,Subscriber,Male,1956.0,,,,,,,,,,,,
21984031.0,2019-03-01 09:14:39,2019-03-01 09:29:35,844.0,896.0,321.0,Wabash Ave & 9th St,164.0,Franklin St & Lake St,Subscriber,Female,1992.0,,,,,,,,,,,,
21748219.0,2019-01-02 17:52:23,2019-01-02 17:57:03,6118.0,280.0,287.0,Franklin St & Monroe St,197.0,Michigan Ave & Madison St,Subscriber,Male,1983.0,,,,,,,,,,,,
22099444.0,2019-03-21 10:39:46,2019-03-21 10:46:43,2277.0,417.0,106.0,State St & Pearson St,194.0,Wabash Ave & Wacker Pl,Subscriber,Male,1981.0,,,,,,,,,,,,
21788070.0,2019-01-09 07:13:20,2019-01-09 07:16:03,6198.0,163.0,227.0,Southport Ave & Waveland Ave,229.0,Southport Ave & Roscoe St,Subscriber,Male,1995.0,,,,,,,,,,,,
21776219.0,2019-01-07 13:18:45,2019-01-07 13:50:12,316.0,"1,887.0",3.0,Shedd Aquarium,132.0,Wentworth Ave & 24th St,Customer,,,,,,,,,,,,,,
21802304.0,2019-01-11 12:18:48,2019-01-11 12:25:30,473.0,402.0,148.0,State St & 33rd St,237.0,MLK Jr Dr & 29th St,Subscriber,Male,1994.0,,,,,,,,,,,,
22098023.0,2019-03-21 07:45:55,2019-03-21 08:08:51,5716.0,"1,376.0",313.0,Lakeview Ave & Fullerton Pkwy,43.0,Michigan Ave & Washington St,Subscriber,Male,1990.0,,,,,,,,,,,,
22038917.0,2019-03-12 18:09:06,2019-03-12 19:08:54,4248.0,"3,588.0",337.0,Clark St & Chicago Ave,98.0,LaSalle St & Washington St,Subscriber,Male,1990.0,,,,,,,,,,,,
21776535.0,2019-01-07 15:36:13,2019-01-07 16:42:41,2594.0,"3,988.0",283.0,LaSalle St & Jackson Blvd,77.0,Clinton St & Madison St,Subscriber,Male,1980.0,,,,,,,,,,,,
22045425.0,2019-03-13 17:17:40,2019-03-13 17:26:12,4226.0,512.0,51.0,Clark St & Randolph St,192.0,Canal St & Adams St,Subscriber,Male,1985.0,,,,,,,,,,,,
22078517.0,2019-03-18 16:57:52,2019-03-18 17:04:13,6245.0,381.0,109.0,900 W Harrison St,137.0,Morgan Ave & 14th Pl,Subscriber,Male,1988.0,,,,,,,,,,,,
22085719.0,2019-03-19 14:10:24,2019-03-19 14:20:21,540.0,597.0,340.0,Clark St & Wrightwood Ave,113.0,Bissell St & Armitage Ave,Customer,,,,,,,,,,,,,,
21830403.0,2019-01-17 08:44:04,2019-01-17 08:55:50,1682.0,706.0,22.0,May St & Taylor St,100.0,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993.0,,,,,,,,,,,,
22011948.0,2019-03-07 18:59:50,2019-03-07 19:08:29,1417.0,519.0,212.0,Wells St & Hubbard St,176.0,Clark St & Elm St,Subscriber,Male,1995.0,,,,,,,,,,,,
21846521.0,2019-01-22 09:21:41,2019-01-22 09:26:42,3241.0,301.0,74.0,Kingsbury St & Erie St,212.0,Wells St & Hubbard St,Subscriber,Female,1968.0,,,,,,,,,,,,
21773478.0,2019-01-06 17:29:19,2019-01-06 17:31:06,5266.0,107.0,214.0,Damen Ave & Grand Ave,128.0,Damen Ave & Chicago Ave,Subscriber,Male,1976.0,,,,,,,,,,,,
22041633.0,2019-03-13 08:27:53,2019-03-13 08:40:30,4904.0,757.0,91.0,Clinton St & Washington Blvd,196.0,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1982.0,,,,,,,,,,,,
21880387.0,2019-02-05 08:27:40,2019-02-05 08:35:31,1158.0,471.0,126.0,Clark St & North Ave,85.0,Michigan Ave & Oak St,Subscriber,Male,1980.0,,,,,,,,,,,,
22095148.0,2019-03-20 17:19:14,2019-03-20 17:37:05,6232.0,"1,071.0",81.0,Daley Center Plaza,94.0,Clark St & Armitage Ave,Subscriber,Male,1983.0,,,,,,,,,,,,
22174908.0,2019-03-31 05:42:02,2019-03-31 05:48:02,2710.0,360.0,277.0,Ashland Ave & Grand Ave,71.0,Morgan St & Lake St,Subscriber,Male,1990.0,,,,,,,,,,,,
21930483.0,2019-02-16 14:58:05,2019-02-16 15:03:27,6352.0,322.0,54.0,Ogden Ave & Chicago Ave,48.0,Larrabee St & Kingsbury St,Subscriber,Male,1991.0,,,,,,,,,,,,
21781703.0,2019-01-08 08:38:27,2019-01-08 08:58:47,3551.0,"1,220.0",332.0,Burling St (Halsted) & Diversey Pkwy (Temp),217.0,Racine Ave (May St) & Fulton St,Subscriber,Male,1993.0,,,,,,,,,,,,
22092698.0,2019-03-20 10:36:32,2019-03-20 10:42:43,6029.0,371.0,14.0,Morgan St & 18th St,241.0,Morgan St & Polk St,Subscriber,Male,1999.0,,,,,,,,,,,,
22058657.0,2019-03-15 12:29:13,2019-03-15 12:37:19,483.0,486.0,223.0,Clifton Ave & Armitage Ave,143.0,Sedgwick St & Webster Ave,Subscriber,Female,1984.0,,,,,,,,,,,,
21889930.0,2019-02-06 17:23:44,2019-02-06 17:34:08,1640.0,624.0,212.0,Wells St & Hubbard St,37.0,Dearborn St & Adams St,Subscriber,Female,1995.0,,,,,,,,,,,,
22056665.0,2019-03-15 07:21:20,2019-03-15 07:24:58,4771.0,218.0,81.0,Daley Center Plaza,283.0,LaSalle St & Jackson Blvd,Subscriber,Male,1968.0,,,,,,,,,,,,
22107656.0,2019-03-22 10:32:44,2019-03-22 10:36:23,5324.0,219.0,624.0,Dearborn St & Van Buren St (*),90.0,Millennium Park,Subscriber,Male,1987.0,,,,,,,,,,,,
22102494.0,2019-03-21 17:21:22,2019-03-21 17:27:52,4048.0,390.0,44.0,State St & Randolph St,192.0,Canal St & Adams St,Subscriber,Male,1959.0,,,,,,,,,,,,
21814466.0,2019-01-14 17:28:50,2019-01-14 17:35:25,1546.0,395.0,67.0,Sheffield Ave & Fullerton Ave,340.0,Clark St & Wrightwood Ave,Subscriber,Male,1994.0,,,,,,,,,,,,
21764032.0,2019-01-05 10:08:05,2019-01-05 10:16:39,1088.0,514.0,26.0,McClurg Ct & Illinois St,181.0,LaSalle St & Illinois St,Subscriber,,1982.0,,,,,,,,,,,,
22022604.0,2019-03-10 14:28:46,2019-03-10 14:50:09,3466.0,"1,283.0",76.0,Lake Shore Dr & Monroe St,97.0,Field Museum,Customer,,,,,,,,,,,,,,
21892369.0,2019-02-07 08:17:13,2019-02-07 08:35:25,6060.0,"1,092.0",69.0,Damen Ave & Pierce Ave,38.0,Clark St & Lake St,Subscriber,Male,1989.0,,,,,,,,,,,,
22013423.0,2019-03-08 08:03:40,2019-03-08 08:08:11,3637.0,271.0,501.0,Richmond St & Diversey Ave,260.0,Kedzie Ave & Milwaukee Ave,Subscriber,Female,1985.0,,,,,,,,,,,,
22077694.0,2019-03-18 16:02:03,2019-03-18 16:03:42,3740.0,99.0,420.0,Ellis Ave & 55th St,423.0,University Ave & 57th St,Subscriber,Male,1999.0,,,,,,,,,,,,
21919135.0,2019-02-14 08:52:21,2019-02-14 08:59:32,5980.0,431.0,192.0,Canal St & Adams St,81.0,Daley Center Plaza,Subscriber,Male,1978.0,,,,,,,,,,,,
21973242.0,2019-02-27 10:31:25,2019-02-27 10:56:51,704.0,"1,526.0",334.0,Lake Shore Dr & Belmont Ave,76.0,Lake Shore Dr & Monroe St,Subscriber,Male,1987.0,,,,,,,,,,,,
21837926.0,2019-01-18 11:52:16,2019-01-18 11:54:42,6074.0,146.0,81.0,Daley Center Plaza,37.0,Dearborn St & Adams St,Subscriber,Female,1988.0,,,,,,,,,,,,
22132219.0,2019-03-25 22:49:52,2019-03-25 23:14:56,1409.0,"1,504.0",327.0,Sheffield Ave & Webster Ave,174.0,Canal St & Madison St,Customer,,,,,,,,,,,,,,
21993803.0,2019-03-04 08:25:51,2019-03-04 08:51:53,2537.0,"1,562.0",225.0,Halsted St & Dickens Ave,108.0,Halsted St & Polk St,Subscriber,Male,1980.0,,,,,,,,,,,,
22078428.0,2019-03-18 16:53:24,2019-03-18 17:03:18,3163.0,594.0,283.0,LaSalle St & Jackson Blvd,66.0,Clinton St & Lake St,Subscriber,Male,1971.0,,,,,,,,,,,,
21834491.0,2019-01-17 18:44:49,2019-01-17 18:50:29,6065.0,340.0,145.0,Mies van der Rohe Way & Chestnut St,182.0,Wells St & Elm St,Subscriber,Male,1995.0,,,,,,,,,,,,
22110099.0,2019-03-22 16:18:43,2019-03-22 16:33:24,875.0,881.0,211.0,St. Clair St & Erie St,77.0,Clinton St & Madison St,Subscriber,Male,1984.0,,,,,,,,,,,,
21931411.0,2019-02-16 20:16:29,2019-02-16 20:41:19,4576.0,"1,490.0",203.0,Western Ave & 21st St,442.0,California Ave & 23rd Pl,Subscriber,Male,1948.0,,,,,,,,,,,,
21748300.0,2019-01-02 18:02:13,2019-01-02 18:22:26,6071.0,"1,213.0",286.0,Franklin St & Quincy St,225.0,Halsted St & Dickens Ave,Subscriber,Male,1984.0,,,,,,,,,,,,
22119290.0,2019-03-23 17:35:30,2019-03-23 17:41:27,3719.0,357.0,291.0,Wells St & Evergreen Ave,94.0,Clark St & Armitage Ave,Subscriber,Male,1986.0,,,,,,,,,,,,
21820070.0,2019-01-15 16:59:01,2019-01-15 17:05:45,3021.0,404.0,52.0,Michigan Ave & Lake St,18.0,Wacker Dr & Washington St,Subscriber,Male,1977.0,,,,,,,,,,,,
21953383.0,2019-02-22 09:56:39,2019-02-22 10:04:56,5050.0,497.0,166.0,Ashland Ave & Wrightwood Ave,67.0,Sheffield Ave & Fullerton Ave,Subscriber,Male,1945.0,,,,,,,,,,,,
21899229.0,2019-02-08 16:54:50,2019-02-08 17:17:05,4691.0,"1,335.0",51.0,Clark St & Randolph St,220.0,Clark St & Drummond Pl,Subscriber,Male,1987.0,,,,,,,,,,,,
21845329.0,2019-01-22 06:46:45,2019-01-22 06:58:55,4067.0,730.0,91.0,Clinton St & Washington Blvd,47.0,State St & Kinzie St,Subscriber,Male,1955.0,,,,,,,,,,,,
21974685.0,2019-02-27 16:22:22,2019-02-27 16:33:25,4398.0,663.0,287.0,Franklin St & Monroe St,621.0,Aberdeen St & Randolph St,Subscriber,Female,1979.0,,,,,,,,,,,,
21837278.0,2019-01-18 09:16:32,2019-01-18 09:33:11,3021.0,999.0,370.0,Calumet Ave & 21st St,39.0,Wabash Ave & Adams St,Subscriber,Male,1982.0,,,,,,,,,,,,
21753121.0,2019-01-03 16:36:19,2019-01-03 16:45:55,4614.0,576.0,211.0,St. Clair St & Erie St,6.0,Dusable Harbor,Subscriber,Male,1977.0,,,,,,,,,,,,
21893633.0,2019-02-07 13:36:33,2019-02-07 13:44:02,4549.0,449.0,117.0,Wilton Ave & Belmont Ave,250.0,Ashland Ave & Wellington Ave,Subscriber,Male,1990.0,,,,,,,,,,,,
